"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","746","499","0","9","18","113","3","104","0","56","1","104","67158","67158","0"
"nlsr1","2164","499","499","54","27","339","223","315","208","184","1","523","382785","203367","179418"
"nlsr2","1432","28","232","46","37","339","226","315","209","180","1","524","383621","203367","180254"
"nlsr3","1000","36","267","28","28","204","116","210","111","124","1","321","231323","135578","95745"
"nlsr4","734","14","14","28","28","224","111","210","105","118","1","315","226116","135578","90538"
"nlsr5","727","14","14","27","28","216","114","207","107","132","1","314","225977","133674","92303"
"nlsr6","1202","36","36","45","36","285","234","312","218","176","1","530","389488","201474","188014"
"nlsr7","730","14","14","27","28","224","110","208","105","116","1","313","224891","134316","90575"
"nlsr8","717","14","14","29","27","216","106","207","104","144","1","311","223383","133674","89709"
"nlsr9","729","20","20","27","27","214","108","208","105","102","1","313","224897","134316","90581"
"nlsr10","733","16","16","29","27","224","109","208","104","116","1","312","224025","134316","89709"
"sum","10914","1190","1126","349","311","2598","1460","2504","1376","1448","11","3880","2803664","1616818","1186846"
