"name","LSA_data0","LSA_data1","LSA_data2","LSA_data3","LSA_data4","LSA_data5","LSA_data6","LSA_data7","LSA_data8","LSA_data9","LSA_data10"
"nlsr_pc",1,1.11363636363636,1.10227272727273,1.23863636363636,1.35227272727273,1.30681818181818,1.31818181818182,1.45454545454545,1.39772727272727,1.48863636363636,1.53409090909091
"nlsr1",1,1.09929078014184,1.08156028368794,1.22695035460993,1.34042553191489,1.29078014184397,1.29432624113475,1.3758865248227,1.37234042553191,1.44326241134752,1.46099290780142
"nlsr2",1,1.07665505226481,1.06620209059233,1.21951219512195,1.31358885017422,1.27526132404181,1.28571428571429,1.38327526132404,1.37282229965157,1.44250871080139,1.44599303135889
"nlsr3",1,1.08376963350785,1.12041884816754,1.19895287958115,1.32984293193717,1.26178010471204,1.28272251308901,1.37696335078534,1.3717277486911,1.44502617801047,1.45026178010471
"nlsr4",1,1.08465608465608,1.04232804232804,1.21164021164021,1.31746031746032,1.29100529100529,1.3015873015873,1.41269841269841,1.36507936507937,1.45502645502646,1.47089947089947
"nlsr5",1,1.11413043478261,1.09782608695652,1.20108695652174,1.36413043478261,1.32065217391304,1.32065217391304,1.45652173913043,1.39673913043478,1.47826086956522,1.47826086956522
"nlsr6",1,1.10583941605839,1.15693430656934,1.21897810218978,1.34671532846715,1.30656934306569,1.38321167883212,1.5,1.41970802919708,1.55109489051095,1.55474452554745
"nlsr7",1,1.11475409836066,1.08743169398907,1.22404371584699,1.32786885245902,1.2896174863388,1.31693989071038,1.44808743169399,1.38251366120219,1.46994535519126,1.51366120218579
"nlsr8",1,1.11602209944751,1.12154696132597,1.19889502762431,1.38674033149171,1.32596685082873,1.34806629834254,1.46408839779006,1.39779005524862,1.4475138121547,1.49723756906077
"nlsr9",1,1.14606741573034,1.13483146067416,1.24157303370787,1.36516853932584,1.35393258426966,1.37078651685393,1.48314606741573,1.40449438202247,1.5561797752809,1.56741573033708
"nlsr10",1,1.10674157303371,1.13483146067416,1.23595505617978,1.35393258426966,1.29213483146067,1.40449438202247,1.49438202247191,1.42134831460674,1.56741573033708,1.5561797752809
"sum",1,1.10338600451467,1.10338600451467,1.21896162528217,1.3431151241535,1.29932279909707,1.32821670428894,1.43656884875846,1.39006772009029,1.48397291196388,1.49841986455982
"ave",1,1.10338600451467,1.10338600451467,1.21896162528217,1.3431151241535,1.29932279909707,1.32821670428894,1.43656884875846,1.39006772009029,1.48397291196388,1.49841986455982
"r_sum",1,1.10296191819464,1.10343206393982,1.21814762576399,1.34273624823695,1.29901269393512,1.32863187588152,1.43582510578279,1.38975082275505,1.48377997179126,1.49694405265632
"r_ave",1,1.10296191819464,1.10343206393982,1.21814762576399,1.34273624823695,1.29901269393512,1.32863187588152,1.43582510578279,1.38975082275505,1.48377997179126,1.49694405265632
"r_sum1-6",1,1.09381663113006,1.0952380952381,1.21464108031272,1.33475479744136,1.2906894100924,1.31272210376688,1.41719971570718,1.38379530916844,1.47050461975835,1.47832267235252
"r_ave1-6",1,1.09381663113006,1.0952380952381,1.21464108031272,1.33475479744136,1.2906894100924,1.31272210376688,1.41719971570718,1.38379530916844,1.47050461975835,1.47832267235252
"r_sum7-10",1,1.12083333333333,1.11944444444444,1.225,1.35833333333333,1.31527777777778,1.35972222222222,1.47222222222222,1.40138888888889,1.50972222222222,1.53333333333333
"r_ave7-10",1,1.12083333333333,1.11944444444444,1.225,1.35833333333333,1.31527777777778,1.35972222222222,1.47222222222222,1.40138888888889,1.50972222222222,1.53333333333333
